epoch,combined_denoising_loss,loss,psnr_metric,ssim_metric,val_combined_denoising_loss,val_loss,val_psnr_metric,val_ssim_metric,learning_rate
263,0.0069735231809318066,9.999999747378752e-05,0.006715725176036358,40.7622184753418,0.9928146600723267,0.007001322228461504,0.006765618920326233,40.70245361328125,0.9928679466247559
264,0.006975308991968632,9.999999747378752e-05,0.006718515884131193,40.75907516479492,0.9928163290023804,0.007148532662540674,0.006909593474119902,40.55839920043945,0.9926885366439819
265,0.006969069596379995,9.999999747378752e-05,0.006713041570037603,40.76494216918945,0.9928285479545593,0.006887831725180149,0.006646184716373682,40.83940505981445,0.9929788112640381
266,0.006966894026845694,9.999999747378752e-05,0.00671049440279603,40.76872253417969,0.992828905582428,0.007059235125780106,0.006809949409216642,40.67761993408203,0.9927482604980469
267,0.006963009014725685,9.999999747378752e-05,0.006706747692078352,40.77277755737305,0.9928303360939026,0.007046054117381573,0.006796675268560648,40.68575668334961,0.9927616715431213
268,0.006961252074688673,9.999999747378752e-05,0.00670600077137351,40.77372741699219,0.9928399324417114,0.006882732734084129,0.006609765347093344,40.879398345947266,0.9928655624389648
269,0.006958181504160166,9.999999747378752e-05,0.006703054532408714,40.777122497558594,0.9928442239761353,0.006935617886483669,0.006676298100501299,40.80860900878906,0.9928523898124695
270,0.006959064397960901,9.999999747378752e-05,0.006704478524625301,40.77642822265625,0.9928450584411621,0.006894830148667097,0.006644072942435741,40.841697692871094,0.9929326176643372
271,0.006956282537430525,9.999999747378752e-05,0.0067014070227742195,40.7794303894043,0.9928463101387024,0.006881123874336481,0.006637591402977705,40.85015869140625,0.9929752945899963
272,0.006949060130864382,9.999999747378752e-05,0.006694366689771414,40.78734588623047,0.9928538799285889,0.007017806638032198,0.006772101856768131,40.71892166137695,0.9928118586540222
273,0.006949449423700571,9.999999747378752e-05,0.006695258431136608,40.787078857421875,0.9928537607192993,0.007010678295046091,0.006764888763427734,40.708152770996094,0.9928154349327087
274,0.006945911794900894,9.999999747378752e-05,0.006691717077046633,40.7908821105957,0.9928609728813171,0.00696572195738554,0.006665921304374933,40.82783508300781,0.9926701784133911
275,0.0069475965574383736,9.999999747378752e-05,0.006693343166261911,40.78948211669922,0.9928593635559082,0.00708651402965188,0.006813090294599533,40.65179443359375,0.9926231503486633
276,0.006942518521100283,9.999999747378752e-05,0.006688903085887432,40.79412078857422,0.992868185043335,0.006896627601236105,0.006635924801230431,40.85362243652344,0.9928921461105347
277,0.006940465420484543,9.999999747378752e-05,0.006686641834676266,40.796844482421875,0.9928653240203857,0.006857691798359156,0.006617553532123566,40.87526321411133,0.9930156469345093
278,0.006936983205378056,9.999999747378752e-05,0.00668357266113162,40.80061340332031,0.9928704500198364,0.0070240129716694355,0.006811561528593302,40.66172409057617,0.9929271340370178
279,0.006939312443137169,9.999999747378752e-05,0.0066858017817139626,40.79902648925781,0.9928692579269409,0.006858136970549822,0.006626341491937637,40.850467681884766,0.9930492043495178
280,0.006934116594493389,9.999999747378752e-05,0.006679713726043701,40.805213928222656,0.9928725361824036,0.006933597847819328,0.006673119030892849,40.82387924194336,0.9928486943244934
281,0.006930625531822443,9.999999747378752e-05,0.006677678786218166,40.807960510253906,0.9928790926933289,0.0069276136346161366,0.006690239533782005,40.80317687988281,0.992946982383728
282,0.0069294823333621025,9.999999747378752e-05,0.006676932796835899,40.808650970458984,0.9928847551345825,0.007119851186871529,0.006880378816276789,40.55839920043945,0.9927192330360413
283,0.006928293965756893,9.999999747378752e-05,0.006674398668110371,40.81158447265625,0.9928775429725647,0.006940857507288456,0.006651960778981447,40.8485107421875,0.992734432220459
284,0.006921776570379734,9.999999747378752e-05,0.006669062655419111,40.81787109375,0.9928933382034302,0.006950730457901955,0.0066740126349031925,40.81087875366211,0.9927673935890198
285,0.0069236853159964085,9.999999747378752e-05,0.006670930422842503,40.816246032714844,0.9928894639015198,0.006900540553033352,0.006650618277490139,40.83799362182617,0.9929269552230835
286,0.006919102743268013,9.999999747378752e-05,0.0066660619340837,40.821353912353516,0.9928954243659973,0.007011475972831249,0.006745718885213137,40.75653076171875,0.9927361011505127
287,0.006920367479324341,9.999999747378752e-05,0.006668638437986374,40.81908416748047,0.9928972125053406,0.006830114871263504,0.0065740616992115974,40.92670440673828,0.9929889440536499
288,0.006916900631040335,9.999999747378752e-05,0.0066650910302996635,40.822906494140625,0.9928994178771973,0.006871011573821306,0.00660401675850153,40.89997863769531,0.9928979873657227
289,0.006913783494383097,9.999999747378752e-05,0.006662019062787294,40.82680892944336,0.9929044842720032,0.006956359837204218,0.006712491158396006,40.78099060058594,0.9928808212280273
290,0.006914855446666479,9.999999747378752e-05,0.00666316132992506,40.825496673583984,0.9929037094116211,0.007008934393525124,0.00678303511813283,40.6417121887207,0.9928975701332092
291,0.00691115390509367,9.999999747378752e-05,0.006660473998636007,40.828826904296875,0.9929101467132568,0.006859418470412493,0.006617803126573563,40.870521545410156,0.9930049180984497
292,0.006905730813741684,9.999999747378752e-05,0.006654582917690277,40.8350715637207,0.9929137229919434,0.006856920197606087,0.006602966692298651,40.877662658691406,0.9929619431495667
293,0.006907329894602299,9.999999747378752e-05,0.006655905395746231,40.83361053466797,0.9929154515266418,0.006838727276772261,0.0065875728614628315,40.899845123291016,0.9929952621459961
294,0.006901090499013662,9.999999747378752e-05,0.006650595460087061,40.839229583740234,0.9929220676422119,0.006886613089591265,0.006659586913883686,40.843772888183594,0.9930310845375061
295,0.006898265797644854,9.999999747378752e-05,0.006648162845522165,40.8420524597168,0.9929290413856506,0.006947548594325781,0.00669360114261508,40.808109283447266,0.9928558468818665
296,0.006901104934513569,9.999999747378752e-05,0.0066506024450063705,40.84032440185547,0.9929227232933044,0.006859843619167805,0.0065863290801644325,40.91957092285156,0.992885172367096
297,0.006895742379128933,9.999999747378752e-05,0.006645749788731337,40.84511184692383,0.9929327964782715,0.006987716071307659,0.006730408873409033,40.758174896240234,0.9927985668182373
298,0.006897556595504284,9.999999747378752e-05,0.006647702306509018,40.84408950805664,0.9929296970367432,0.006834613159298897,0.00660032918676734,40.89558029174805,0.9930634498596191
299,0.006893318146467209,9.999999747378752e-05,0.006644418928772211,40.84741973876953,0.9929391145706177,0.006895002909004688,0.0066569773480296135,40.859130859375,0.9929751753807068
300,0.006892040837556124,9.999999747378752e-05,0.006643475964665413,40.8489875793457,0.9929423332214355,0.0068317619152367115,0.006618043873459101,40.86668395996094,0.9931455254554749
301,0.006892242468893528,9.999999747378752e-05,0.006643077824264765,40.849761962890625,0.9929364919662476,0.006882665678858757,0.006654308643192053,40.82497024536133,0.9930269122123718
302,0.006890870630741119,9.999999747378752e-05,0.006641021464020014,40.85177993774414,0.9929389357566833,0.006943772081285715,0.0066520823165774345,40.837650299072266,0.9927143454551697
303,0.006889872718602419,9.999999747378752e-05,0.006641296669840813,40.85139083862305,0.9929428100585938,0.006920773070305586,0.0066888839937746525,40.801231384277344,0.9929697513580322
304,0.006885975133627653,9.999999747378752e-05,0.006637848913669586,40.855655670166016,0.9929488897323608,0.006872724741697311,0.006648637820035219,40.85115051269531,0.993053674697876
305,0.006881339009851217,9.999999747378752e-05,0.006633138749748468,40.86039733886719,0.9929510951042175,0.006903050467371941,0.006629652343690395,40.860206604003906,0.9928337931632996
306,0.0068853567354381084,9.999999747378752e-05,0.00663765287026763,40.85639953613281,0.9929533004760742,0.006848716642707586,0.006599851883947849,40.899898529052734,0.9929900765419006
307,0.006882283370941877,9.999999747378752e-05,0.006634279154241085,40.860198974609375,0.992953896522522,0.006803171709179878,0.006564296316355467,40.9215087890625,0.9930828213691711
308,0.006883334834128618,9.999999747378752e-05,0.006636318285018206,40.858158111572266,0.9929599165916443,0.006953482050448656,0.00673845037817955,40.73737335205078,0.9929962754249573
309,0.006880349945276976,9.999999747378752e-05,0.006632561329752207,40.86196517944336,0.9929563403129578,0.006805631797760725,0.006559139583259821,40.939414978027344,0.9930484890937805
310,0.006878227461129427,9.999999747378752e-05,0.006631606258451939,40.863765716552734,0.9929624199867249,0.006936280056834221,0.006691164802759886,40.80442810058594,0.9929014444351196
311,0.006875378545373678,9.999999747378752e-05,0.006628996692597866,40.866355895996094,0.9929679036140442,0.0068482100032269955,0.00660885451361537,40.88873291015625,0.9930249452590942
312,0.00687456876039505,9.999999747378752e-05,0.006627195049077272,40.86823654174805,0.9929627180099487,0.006904834881424904,0.0066739218309521675,40.823509216308594,0.9929916858673096
313,0.006874239072203636,9.999999747378752e-05,0.006629011128097773,40.867027282714844,0.9929730296134949,0.0067782895639538765,0.006550642661750317,40.94594955444336,0.9931549429893494
314,0.006867913529276848,9.999999747378752e-05,0.006622346583753824,40.87407684326172,0.9929788708686829,0.00719089712947607,0.0068192994222044945,40.68105697631836,0.99212646484375
315,0.006867243442684412,9.999999747378752e-05,0.006621628999710083,40.87462615966797,0.9929781556129456,0.006834780797362328,0.0066089448519051075,40.890594482421875,0.9930927157402039
316,0.006868212483823299,9.999999747378752e-05,0.006623091176152229,40.87436294555664,0.9929805994033813,0.0069302706979215145,0.006685061380267143,40.827999114990234,0.9929066300392151
317,0.0068599758669734,9.999999747378752e-05,0.006615304853767157,40.88206100463867,0.9929912686347961,0.006938314530998468,0.006668359041213989,40.817909240722656,0.9928032755851746
318,0.00685980636626482,9.999999747378752e-05,0.006614940240979195,40.88264846801758,0.9929934144020081,0.00686172628775239,0.0065936497412621975,40.90492248535156,0.9928990006446838
319,0.006862941663712263,9.999999747378752e-05,0.006617590319365263,40.880271911621094,0.9929837584495544,0.006917628925293684,0.006694194860756397,40.79801559448242,0.9930083751678467
320,0.006857672240585089,9.999999747378752e-05,0.006613084115087986,40.88506317138672,0.9929940104484558,0.007109419442713261,0.006927004549652338,40.55746078491211,0.992944061756134
321,0.006859098095446825,9.999999747378752e-05,0.006614403799176216,40.883819580078125,0.992992639541626,0.006816370412707329,0.006583048962056637,40.91808319091797,0.9930852651596069
322,0.006855865009129047,9.999999747378752e-05,0.006612249184399843,40.88640594482422,0.9929980039596558,0.006799026858061552,0.006562279537320137,40.95252990722656,0.9930918216705322
323,0.0068538677878677845,9.999999747378752e-05,0.006609954871237278,40.889137268066406,0.9930002093315125,0.006808032281696796,0.0065549989230930805,40.955482482910156,0.9930211305618286
324,0.006852656602859497,9.999999747378752e-05,0.006608736701309681,40.89046096801758,0.9929980039596558,0.0070888143964111805,0.006914134602993727,40.58671951293945,0.9929932951927185
325,0.006852469872683287,9.999999747378752e-05,0.006609825883060694,40.88961410522461,0.9930080771446228,0.006784085649996996,0.006516586057841778,40.99365997314453,0.9929950833320618
326,0.00685088150203228,9.999999747378752e-05,0.006607918534427881,40.89163589477539,0.9930087327957153,0.006810775958001614,0.0065729254856705666,40.92804718017578,0.9930742979049683
327,0.006848379038274288,9.999999747378752e-05,0.006605836562812328,40.89389419555664,0.9930105209350586,0.006979823112487793,0.006733985617756844,40.787967681884766,0.9928482174873352
328,0.006846110802143812,9.999999747378752e-05,0.0066038514487445354,40.89602279663086,0.9930140972137451,0.006778048351407051,0.006530380342155695,40.9659423828125,0.9930756092071533
329,0.006847381126135588,9.999999747378752e-05,0.0066049653105437756,40.89543151855469,0.9930152297019958,0.006826572120189667,0.006530831567943096,40.971885681152344,0.9928393959999084
330,0.006842386908829212,9.999999747378752e-05,0.006600448861718178,40.90060806274414,0.9930214881896973,0.006931636016815901,0.006660954561084509,40.83580017089844,0.9928103685379028
331,0.006840157322585583,9.999999747378752e-05,0.006597885396331549,40.903114318847656,0.9930227994918823,0.006877987179905176,0.006616588681936264,40.88843536376953,0.9929044246673584
332,0.006841632537543774,9.999999747378752e-05,0.006599872838705778,40.90140914916992,0.9930214881896973,0.0068233683705329895,0.006568901240825653,40.941349029541016,0.9929978251457214
333,0.00683694239705801,9.999999747378752e-05,0.006595758721232414,40.905792236328125,0.9930300712585449,0.006759321317076683,0.006525749806314707,40.977561950683594,0.993152379989624
334,0.006838534958660603,9.999999747378752e-05,0.006596263498067856,40.9053840637207,0.9930222034454346,0.006839624140411615,0.006625523325055838,40.879398345947266,0.9931291937828064
335,0.006835480220615864,9.999999747378752e-05,0.006595105864107609,40.90709686279297,0.9930331110954285,0.006809601094573736,0.006556471344083548,40.92844009399414,0.9930198788642883
336,0.006835182197391987,9.999999747378752e-05,0.00659425463527441,40.90782165527344,0.9930346608161926,0.006766275502741337,0.006538881454616785,40.95317077636719,0.9931678175926208
337,0.0068305679596960545,9.999999747378752e-05,0.006589334923774004,40.912803649902344,0.9930393695831299,0.006764752324670553,0.006529524456709623,40.97562026977539,0.9931380748748779
338,0.006829576566815376,9.999999747378752e-05,0.006588704884052277,40.91389083862305,0.9930374026298523,0.006942796986550093,0.0067654503509402275,40.74248123168945,0.993145227432251
339,0.006831971462816,9.999999747378752e-05,0.006591832730919123,40.911312103271484,0.9930382370948792,0.006731690373271704,0.0064941514283418655,41.02496337890625,0.9931671619415283
340,0.006827248260378838,9.999999747378752e-05,0.006587269250303507,40.91592788696289,0.9930473566055298,0.006911350414156914,0.00665394077077508,40.84511184692383,0.9928837418556213
341,0.0068216752260923386,9.999999747378752e-05,0.006581876892596483,40.92165756225586,0.9930519461631775,0.006788654252886772,0.006548306904733181,40.96246337890625,0.9930884838104248
342,0.00682433694601059,9.999999747378752e-05,0.006585455499589443,40.91835403442383,0.9930521845817566,0.006786189042031765,0.006558449938893318,40.92347717285156,0.9931402802467346
343,0.0068227071315050125,9.999999747378752e-05,0.00658288924023509,40.92074966430664,0.9930487871170044,0.006786532700061798,0.006542321294546127,40.98107147216797,0.9930784702301025
344,0.006819155532866716,9.999999747378752e-05,0.006580152083188295,40.923851013183594,0.993062436580658,0.00676205288618803,0.0065106675028800964,40.9797477722168,0.9930810928344727
345,0.006819877773523331,9.999999747378752e-05,0.00658022565767169,40.92401123046875,0.9930550456047058,0.006843794137239456,0.006606369744986296,40.90530014038086,0.9930332899093628
346,0.006816756445914507,9.999999747378752e-05,0.006577799096703529,40.926883697509766,0.9930616617202759,0.006771721877157688,0.006546165328472853,40.94861602783203,0.993166983127594
347,0.00681654317304492,9.999999747378752e-05,0.006577842868864536,40.92719268798828,0.9930621981620789,0.006727738305926323,0.006499963346868753,41.016090393066406,0.9932085871696472
348,0.006813123356550932,9.999999747378752e-05,0.006574502680450678,40.930755615234375,0.9930673837661743,0.006774114910513163,0.0065240878611803055,40.98908233642578,0.9930688738822937
349,0.006815972272306681,9.999999747378752e-05,0.006578152999281883,40.92728042602539,0.9930651783943176,0.00675068749114871,0.00653728237375617,40.96493911743164,0.9932341575622559
350,0.006814411375671625,9.999999747378752e-05,0.006574294064193964,40.931156158447266,0.993058979511261,0.0068297539837658405,0.0065694754011929035,40.956687927246094,0.9929624199867249
351,0.0068108937703073025,9.999999747378752e-05,0.006573185324668884,40.93310546875,0.9930756688117981,0.006866288837045431,0.006643552798777819,40.853431701660156,0.9930621981620789
352,0.006811205763369799,9.999999747378752e-05,0.006574333179742098,40.932098388671875,0.9930768013000488,0.0067698475904762745,0.0065192063339054585,41.00815963745117,0.9930723309516907
353,0.006809578742831945,9.999999747378752e-05,0.006572536658495665,40.93384552001953,0.9930770397186279,0.006745562423020601,0.006517975125461817,41.00248336791992,0.9931900501251221
354,0.006806188728660345,9.999999747378752e-05,0.006569928955286741,40.93673324584961,0.9930828809738159,0.006776320282369852,0.006523715797811747,40.99671936035156,0.9930561184883118
355,0.006807468365877867,9.999999747378752e-05,0.006569950841367245,40.93706130981445,0.9930759072303772,0.006844614166766405,0.0065642730332911015,40.95169448852539,0.9928736090660095
356,0.006807548925280571,9.999999747378752e-05,0.006570964585989714,40.93666076660156,0.9930821061134338,0.006770703475922346,0.00650779576972127,40.99950408935547,0.993023157119751
357,0.0068062674254179,9.999999747378752e-05,0.006569803226739168,40.93736267089844,0.993083119392395,0.006812499836087227,0.006591174751520157,40.87937927246094,0.9931358695030212
358,0.0068025654181838036,9.999999747378752e-05,0.0065665775910019875,40.94132995605469,0.9930888414382935,0.006725670304149389,0.0064958673901855946,41.018611907958984,0.993202805519104
359,0.0067987279035151005,9.999999747378752e-05,0.0065631926991045475,40.944496154785156,0.9930952787399292,0.006777741014957428,0.00654743192717433,40.958621978759766,0.9931384921073914
360,0.006802679970860481,9.999999747378752e-05,0.0065668849274516106,40.94064712524414,0.9930868148803711,0.006822520866990089,0.006593853235244751,40.91440200805664,0.9930924773216248
361,0.006800530478358269,9.999999747378752e-05,0.0065645864233374596,40.94350051879883,0.9930921196937561,0.006800064351409674,0.006583570968359709,40.926300048828125,0.9931647777557373
362,0.006794061046093702,9.999999747378752e-05,0.0065595353953540325,40.94943618774414,0.993102490901947,0.006825949065387249,0.0065725212916731834,40.921531677246094,0.9929940104484558
363,0.006794960703700781,9.999999747378752e-05,0.006559969857335091,40.94870376586914,0.9931013584136963,0.006918642204254866,0.0067300922237336636,40.7866096496582,0.9931367635726929
364,0.006794602610170841,9.999999747378752e-05,0.006559455767273903,40.9495849609375,0.9931017160415649,0.006741120480000973,0.006507818587124348,40.9969482421875,0.993170976638794
365,0.0067985327914357185,9.999999747378752e-05,0.00656380457803607,40.94526290893555,0.9930980205535889,0.006746735889464617,0.006494606379419565,41.033607482910156,0.9930925369262695
366,0.006791700143367052,9.999999747378752e-05,0.006557291839271784,40.95198440551758,0.9931048154830933,0.00683597894385457,0.006609139498323202,40.90446853637695,0.9930857419967651
367,0.006792278960347176,9.999999747378752e-05,0.006557306740432978,40.952491760253906,0.9931058287620544,0.0068130590952932835,0.006614150479435921,40.88323211669922,0.9932190775871277
368,0.006790191400796175,9.999999747378752e-05,0.006556721869856119,40.95317077636719,0.9931105971336365,0.006732264067977667,0.006493229418992996,41.024776458740234,0.9931597113609314
369,0.0067862411960959435,9.999999747378752e-05,0.006551337894052267,40.959434509277344,0.9931075572967529,0.006869038101285696,0.006652385462075472,40.849754333496094,0.9930833578109741
370,0.006785714998841286,9.999999747378752e-05,0.006552124861627817,40.958343505859375,0.9931190609931946,0.006807843688875437,0.006587883923202753,40.917320251464844,0.9931409358978271
371,0.00678736949339509,9.999999747378752e-05,0.006553248502314091,40.95756149291992,0.9931111931800842,0.006703500635921955,0.006475834175944328,41.033119201660156,0.9932361245155334
372,0.00678443256765604,9.999999747378752e-05,0.006550310645252466,40.96084976196289,0.9931138753890991,0.006789767649024725,0.0065540443174541,40.951778411865234,0.9931039810180664
373,0.006779837887734175,9.999999747378752e-05,0.006546275690197945,40.96479034423828,0.9931274652481079,0.006858639419078827,0.006622231099754572,40.92066955566406,0.9930188655853271
374,0.006793091539293528,9.999999747378752e-05,0.006555240601301193,40.95624542236328,0.993094801902771,0.006688317749649286,0.006440219469368458,41.08250427246094,0.9931771755218506
375,0.006780058145523071,9.999999747378752e-05,0.006545929703861475,40.965576171875,0.9931201934814453,0.0067582386545836926,0.00652409577742219,41.00817108154297,0.9931493401527405
376,0.006782196462154388,9.999999747378752e-05,0.006547778379172087,40.96377944946289,0.9931158423423767,0.006808109115809202,0.006555319298058748,40.96824645996094,0.9930177927017212
377,0.00677888048812747,9.999999747378752e-05,0.006546076387166977,40.96590805053711,0.9931265711784363,0.006741586606949568,0.006536546163260937,40.96746826171875,0.9932785630226135
378,0.006774085573852062,9.999999747378752e-05,0.006541525945067406,40.9710693359375,0.9931336641311646,0.006710920948535204,0.006495614070445299,41.021114349365234,0.9932764768600464
379,0.0067771924659609795,9.999999747378752e-05,0.006544017232954502,40.96812057495117,0.9931264519691467,0.006712399888783693,0.006495490204542875,41.00974655151367,0.9932680130004883
380,0.006770283915102482,9.999999747378752e-05,0.006537819746881723,40.975093841552734,0.9931389093399048,0.006722607649862766,0.006489879451692104,41.030242919921875,0.9931936264038086
381,0.006769534666091204,9.999999747378752e-05,0.006538159213960171,40.97522735595703,0.9931440353393555,0.006777791306376457,0.00658024288713932,40.93764877319336,0.9932606816291809
382,0.006769257131963968,9.999999747378752e-05,0.006536849308758974,40.976810455322266,0.9931381940841675,0.006780281197279692,0.006526511162519455,40.982418060302734,0.993044912815094
383,0.006768606137484312,9.999999747378752e-05,0.006537033710628748,40.97626876831055,0.9931418299674988,0.006822551600635052,0.006574887316673994,40.960662841796875,0.9930193424224854
384,0.006768960505723953,9.999999747378752e-05,0.006537207402288914,40.97695541381836,0.9931405782699585,0.006757062394171953,0.006544944830238819,40.945865631103516,0.993230402469635
385,0.006763538811355829,9.999999747378752e-05,0.006531861145049334,40.98234558105469,0.9931486248970032,0.006773932836949825,0.006548228207975626,40.96892166137695,0.9931560754776001
386,0.00676679564639926,9.999999747378752e-05,0.0065354155376553535,40.97879409790039,0.9931448698043823,0.0066947187297046185,0.0064680129289627075,41.05061721801758,0.9932492971420288
387,0.006761534605175257,9.999999747378752e-05,0.0065306443721055984,40.98413848876953,0.9931575059890747,0.006768078077584505,0.006576196756213903,40.94960021972656,0.9932911992073059
388,0.006763857789337635,9.999999747378752e-05,0.006533601321280003,40.9813117980957,0.9931513071060181,0.006665893830358982,0.006437375210225582,41.084171295166016,0.9932761192321777
389,0.006756382063031197,9.999999747378752e-05,0.006526818498969078,40.9889030456543,0.9931638240814209,0.006720584351569414,0.00648909667506814,41.04576873779297,0.9932005405426025
390,0.006757674273103476,9.999999747378752e-05,0.006528029218316078,40.98753356933594,0.9931612014770508,0.00674037029966712,0.006474497262388468,41.04379653930664,0.9930485486984253
391,0.006759831681847572,9.999999747378752e-05,0.0065292916260659695,40.9866943359375,0.9931585192680359,0.006664783228188753,0.0064336867071688175,41.090126037597656,0.9932654500007629
392,0.006756017915904522,9.999999747378752e-05,0.006524490192532539,40.99180221557617,0.9931555390357971,0.006903588771820068,0.006644653156399727,40.88128662109375,0.9928821325302124
393,0.00675539206713438,9.999999747378752e-05,0.006524342577904463,40.99262237548828,0.9931604266166687,0.006686822045594454,0.006455701310187578,41.04647445678711,0.9932439923286438
394,0.006757545750588179,9.999999747378752e-05,0.0065269796177744865,40.98999786376953,0.9931577444076538,0.006687280721962452,0.006451618857681751,41.07310104370117,0.9932225942611694
395,0.006753156427294016,9.999999747378752e-05,0.006523291114717722,40.993804931640625,0.9931677579879761,0.006696167401969433,0.006456802133470774,41.07182312011719,0.9931989312171936
396,0.006748852785676718,9.999999747378752e-05,0.006519213318824768,40.99851608276367,0.9931718111038208,0.006683306768536568,0.006466626655310392,41.05668640136719,0.9932972192764282
397,0.006752301473170519,9.999999747378752e-05,0.006521912291646004,40.995426177978516,0.9931667447090149,0.00674536544829607,0.00648880610242486,41.02817153930664,0.9930742979049683
398,0.0067485300824046135,9.999999747378752e-05,0.006518139503896236,40.99940490722656,0.9931697249412537,0.006664074957370758,0.006442268844693899,41.071083068847656,0.993304431438446
399,0.006747866980731487,9.999999747378752e-05,0.006518974434584379,40.99898147583008,0.9931767582893372,0.0067015960812568665,0.006471103057265282,41.05921936035156,0.9932253360748291
400,0.006744550075381994,9.999999747378752e-05,0.006515410728752613,41.002967834472656,0.9931786060333252,0.006757378112524748,0.006504423916339874,41.02241516113281,0.9930739402770996
401,0.006749172694981098,9.999999747378752e-05,0.006520744878798723,40.9979133605957,0.9931783676147461,0.006817385088652372,0.006579738575965166,40.95235824584961,0.9930614829063416
402,0.006742872763425112,9.999999747378752e-05,0.0065139527432620525,41.00534439086914,0.9931806921958923,0.006674096919596195,0.0064522577449679375,41.056453704833984,0.9932919144630432
403,0.006742377765476704,9.999999747378752e-05,0.0065141404047608376,41.005462646484375,0.9931832551956177,0.0067067532800138,0.006507205776870251,41.017337799072266,0.9933342933654785
404,0.006742385681718588,9.999999747378752e-05,0.006513618864119053,41.00574493408203,0.9931833744049072,0.006764605175703764,0.006541233975440264,40.96967697143555,0.9931777119636536
405,0.006741056218743324,9.999999747378752e-05,0.006512576714158058,41.00712585449219,0.9931821227073669,0.0067151752300560474,0.006505944766104221,41.00799560546875,0.9932905435562134
406,0.006740273907780647,9.999999747378752e-05,0.006512341555207968,41.0077018737793,0.9931925535202026,0.006708210799843073,0.006450117565691471,41.07435607910156,0.9931119680404663
407,0.006738822907209396,9.999999747378752e-05,0.006510624662041664,41.009517669677734,0.993188202381134,0.006709381006658077,0.006489968858659267,41.04196548461914,0.993255078792572
408,0.006737805902957916,9.999999747378752e-05,0.006509911268949509,41.01023483276367,0.993191659450531,0.006668992340564728,0.006444753613322973,41.07200622558594,0.9932875633239746
409,0.0067368559539318085,9.999999747378752e-05,0.006508825812488794,41.01155471801758,0.9931915998458862,0.007014520466327667,0.006745274644345045,40.76368713378906,0.992705225944519
410,0.0067343441769480705,9.999999747378752e-05,0.00650698272511363,41.0137939453125,0.9931969046592712,0.006761694326996803,0.006524314638227224,41.00461196899414,0.9931309819221497
411,0.006731892935931683,9.999999747378752e-05,0.00650391960516572,41.01707458496094,0.9931967854499817,0.0066879792138934135,0.006450799759477377,41.08122634887695,0.9932121634483337
412,0.00673760287463665,9.999999747378752e-05,0.006509012542665005,41.012508392333984,0.9931877255439758,0.006791424471884966,0.006594732403755188,40.921791076660156,0.9932451248168945
413,0.006736184470355511,9.999999747378752e-05,0.006508905440568924,41.01283645629883,0.9931997060775757,0.006801569368690252,0.006595974788069725,40.88915252685547,0.9932088851928711
414,0.006732058711349964,9.999999747378752e-05,0.006504708435386419,41.01718521118164,0.9932023882865906,0.006837176624685526,0.006651568226516247,40.89583206176758,0.9932350516319275
415,0.00672910688444972,9.999999747378752e-05,0.006502094678580761,41.01981735229492,0.9932003617286682,0.006663894280791283,0.006439727731049061,41.08483123779297,0.9932935833930969
416,0.006728461943566799,9.999999747378752e-05,0.0065018790774047375,41.02042007446289,0.9932075142860413,0.006698325742036104,0.006445762701332569,41.078548431396484,0.9931465983390808
417,0.006726650055497885,9.999999747378752e-05,0.006499575916677713,41.0231819152832,0.9932047724723816,0.0067758020013570786,0.006512828636914492,41.016502380371094,0.9930139780044556
418,0.006725835148245096,9.999999747378752e-05,0.006499869283288717,41.02307891845703,0.993211030960083,0.006875976454466581,0.006664238404482603,40.86252212524414,0.9930924773216248
419,0.00672546960413456,9.999999747378752e-05,0.006498977541923523,41.02437210083008,0.9932121634483337,0.006674995180219412,0.006471100263297558,41.05638885498047,0.9933555722236633
420,0.006723308935761452,9.999999747378752e-05,0.006496448069810867,41.02711486816406,0.993209183216095,0.006646417547017336,0.0064362953417003155,41.07680130004883,0.9933667778968811
421,0.006722979247570038,9.999999747378752e-05,0.0064964210614562035,41.02691650390625,0.993217408657074,0.006709541659802198,0.006508869584649801,41.00128173828125,0.9933304190635681
422,0.006724290084093809,9.999999747378752e-05,0.006498918402940035,41.02460479736328,0.9932144284248352,0.006758728064596653,0.006531854160130024,40.982269287109375,0.9931680560112
423,0.006718507967889309,9.999999747378752e-05,0.00649305572733283,41.03114700317383,0.9932218790054321,0.006697049830108881,0.006507126148790121,41.01535415649414,0.9933822751045227
424,0.006716336589306593,9.999999747378752e-05,0.006490992847830057,41.033058166503906,0.9932243227958679,0.006932338234037161,0.006649637594819069,40.878135681152344,0.9927526712417603
425,0.006720356643199921,9.999999747378752e-05,0.006494199391454458,41.030059814453125,0.9932160377502441,0.006758674513548613,0.006514895241707563,40.99285125732422,0.9931050539016724
426,0.006718078162521124,9.999999747378752e-05,0.006492576561868191,41.03219223022461,0.9932252764701843,0.006691206246614456,0.00645754300057888,41.08194351196289,0.9932222366333008
427,0.006717751733958721,9.999999747378752e-05,0.006492422427982092,41.032630920410156,0.9932222366333008,0.006819719448685646,0.006550950929522514,40.98484420776367,0.9929395914077759
428,0.006720215547829866,9.999999747378752e-05,0.0064943269826471806,41.03074264526367,0.9932184815406799,0.006860894616693258,0.006685131229460239,40.84840774536133,0.9932509064674377
429,0.006716700736433268,9.999999747378752e-05,0.006491248961538076,41.03380584716797,0.993225634098053,0.00671216519549489,0.006462611258029938,41.06809997558594,0.9931409358978271
