epoch,combined_denoising_loss,loss,psnr_metric,ssim_metric,val_combined_denoising_loss,val_loss,val_psnr_metric,val_ssim_metric,learning_rate
597,0.006571679376065731,9.999999747378752e-05,0.006364074535667896,41.197242736816406,0.9934564828872681,0.006517364643514156,0.006297328509390354,41.272254943847656,0.9934726357460022
598,0.006575705949217081,9.999999747378752e-05,0.006368723697960377,41.19270324707031,0.9934534430503845,0.006536313332617283,0.00633541913703084,41.221275329589844,0.9935213923454285
599,0.0065778763964772224,9.999999747378752e-05,0.006369441282004118,41.19167709350586,0.993442177772522,0.006523194722831249,0.0063165719620883465,41.235267639160156,0.9935179352760315
600,0.006574394181370735,9.999999747378752e-05,0.006366444285959005,41.19524383544922,0.9934501647949219,0.0066623627208173275,0.006410825997591019,41.158199310302734,0.9931818842887878
601,0.006568931043148041,9.999999747378752e-05,0.006361966021358967,41.19977951049805,0.9934589266777039,0.006522243842482567,0.006324735935777426,41.251502990722656,0.9935515522956848
602,0.006570409517735243,9.999999747378752e-05,0.006363405380398035,41.19868087768555,0.9934573173522949,0.006616182625293732,0.006402237340807915,41.16609573364258,0.9933807849884033
603,0.006567956879734993,9.999999747378752e-05,0.006361758802086115,41.20033645629883,0.9934613108634949,0.006566486321389675,0.0063544935546815395,41.223506927490234,0.9934452772140503
604,0.0065682074055075645,9.999999747378752e-05,0.006360853090882301,41.20171356201172,0.9934589266777039,0.006673743482679129,0.006421951577067375,41.142059326171875,0.9931668043136597
605,0.006566791329532862,9.999999747378752e-05,0.006360307335853577,41.20262145996094,0.9934638142585754,0.006528334692120552,0.006312458775937557,41.24773406982422,0.9934738278388977
606,0.006566927302628756,9.999999747378752e-05,0.006360027007758617,41.20303726196289,0.993462085723877,0.0065036979503929615,0.006325206253677607,41.235111236572266,0.9936439394950867
607,0.0065697296522557735,9.999999747378752e-05,0.006362550891935825,41.2004508972168,0.9934554696083069,0.0065963296219706535,0.006418874487280846,41.15528869628906,0.9935339093208313
608,0.006570619996637106,9.999999747378752e-05,0.006364394444972277,41.19890213012695,0.9934606552124023,0.006496748421341181,0.006305035203695297,41.24739074707031,0.9936020374298096
609,0.006565466057509184,9.999999747378752e-05,0.006359501276165247,41.20407485961914,0.9934680461883545,0.006543214898556471,0.0063356999307870865,41.23927307128906,0.9934868812561035
610,0.006565157324075699,9.999999747378752e-05,0.006358178798109293,41.205589294433594,0.9934635758399963,0.0066432892344892025,0.006412162445485592,41.14317321777344,0.993280291557312
611,0.0065614283084869385,9.999999747378752e-05,0.006355787627398968,41.20836639404297,0.9934735894203186,0.006631753407418728,0.006405306980013847,41.13169479370117,0.9933065176010132
612,0.006565504241734743,9.999999747378752e-05,0.006359086371958256,41.20530319213867,0.9934630393981934,0.006710146553814411,0.006539694033563137,41.036582946777344,0.9934346675872803
613,0.0065627191215753555,9.999999747378752e-05,0.006356662604957819,41.20763397216797,0.99346923828125,0.006481526885181665,0.006275537423789501,41.295928955078125,0.9935653209686279
614,0.006563328672200441,9.999999747378752e-05,0.006357535254210234,41.2072639465332,0.9934700131416321,0.006491051055490971,0.00628695311024785,41.28260040283203,0.9935607314109802
615,0.006564186420291662,9.999999747378752e-05,0.006359695456922054,41.20547103881836,0.9934751987457275,0.0065314327366650105,0.006348659284412861,41.21561813354492,0.9935927391052246
616,0.006557970307767391,9.999999747378752e-05,0.006353240460157394,41.21222686767578,0.9934794902801514,0.0065917810425162315,0.0063983481377363205,41.14557647705078,0.9934813976287842
617,0.006558937486261129,9.999999747378752e-05,0.006353436503559351,41.21174240112305,0.9934728741645813,0.006555391009896994,0.006357864011079073,41.22339630126953,0.9935075640678406
618,0.006560312118381262,9.999999747378752e-05,0.006355246063321829,41.210262298583984,0.9934730529785156,0.006471243686974049,0.006275188643485308,41.29512023925781,0.9936151504516602
619,0.006558859255164862,9.999999747378752e-05,0.006353389006108046,41.21257781982422,0.9934765100479126,0.006531625986099243,0.006330965552479029,41.23029708862305,0.9935251474380493
620,0.00656250910833478,9.999999747378752e-05,0.006356742233037949,41.20891189575195,0.9934693574905396,0.00649516936391592,0.006292666308581829,41.288124084472656,0.9935629367828369
621,0.006555401720106602,9.999999747378752e-05,0.006350822281092405,41.21522903442383,0.9934849739074707,0.006666133645921946,0.006511688698083162,41.07607650756836,0.9935482144355774
622,0.006552769802510738,9.999999747378752e-05,0.00634817173704505,41.21841049194336,0.9934864640235901,0.006491885054856539,0.0062869214452803135,41.288368225097656,0.9935569167137146
623,0.006561418995261192,9.999999747378752e-05,0.006354991812258959,41.21174240112305,0.9934704303741455,0.0064830477349460125,0.0062845065258443356,41.28196716308594,0.9935899972915649
624,0.006554198917001486,9.999999747378752e-05,0.006349371280521154,41.21795654296875,0.993483304977417,0.00661341892555356,0.006340349558740854,41.22886657714844,0.9931582808494568
625,0.006550576537847519,9.999999747378752e-05,0.006345640867948532,41.22190475463867,0.9934870004653931,0.006604408845305443,0.006428539752960205,41.14480209350586,0.993532657623291
626,0.006552836392074823,9.999999747378752e-05,0.00634826859459281,41.21915817260742,0.9934864044189453,0.006636510137468576,0.006432970054447651,41.12885665893555,0.9933903813362122
627,0.006548301782459021,9.999999747378752e-05,0.006344273220747709,41.224021911621094,0.9934892654418945,0.006510376464575529,0.006301707122474909,41.25787353515625,0.9935206174850464
628,0.006550762802362442,9.999999747378752e-05,0.00634749373421073,41.22039031982422,0.9934945106506348,0.006561592686921358,0.006360138766467571,41.199466705322266,0.9934883117675781
629,0.006548160687088966,9.999999747378752e-05,0.006344950757920742,41.22344970703125,0.9934965372085571,0.006518121343106031,0.006321358028799295,41.25981140136719,0.99355548620224
630,0.006545173469930887,9.999999747378752e-05,0.006341027095913887,41.22740936279297,0.9934946298599243,0.006532151252031326,0.006329273339360952,41.249359130859375,0.9935168623924255
631,0.006547187454998493,9.999999747378752e-05,0.006343261804431677,41.22560119628906,0.9934946298599243,0.0065380847081542015,0.006327089387923479,41.24309158325195,0.9934803247451782
632,0.006545132026076317,9.999999747378752e-05,0.006341636646538973,41.227474212646484,0.9934998154640198,0.006479727569967508,0.006290685851126909,41.28614807128906,0.9936309456825256
633,0.006545068230479956,9.999999747378752e-05,0.006342144683003426,41.22719955444336,0.9935018420219421,0.006539119407534599,0.006352189928293228,41.19888687133789,0.9935676455497742
634,0.006542249117046595,9.999999747378752e-05,0.006338206585496664,41.23136520385742,0.9934988617897034,0.006507185287773609,0.006302724126726389,41.279544830322266,0.9935380816459656
635,0.006541854236274958,9.999999747378752e-05,0.006338819395750761,41.23109436035156,0.9935031533241272,0.006485065910965204,0.006297423504292965,41.264060974121094,0.9936298727989197
636,0.006539537571370602,9.999999747378752e-05,0.00633569760248065,41.234561920166016,0.9935038089752197,0.006535464432090521,0.00637764623388648,41.18899917602539,0.99367755651474
637,0.006539784371852875,9.999999747378752e-05,0.006335546728223562,41.23501968383789,0.9935005903244019,0.006534972228109837,0.006334889214485884,41.22368621826172,0.9935252070426941
638,0.006542109418660402,9.999999747378752e-05,0.00633808970451355,41.23274612426758,0.993501603603363,0.006530397105962038,0.006317876745015383,41.26491165161133,0.9934835433959961
639,0.006541253067553043,9.999999747378752e-05,0.0063381679356098175,41.23200607299805,0.9935059547424316,0.006508751772344112,0.006293054670095444,41.28611755371094,0.9934954047203064
640,0.006540344096720219,9.999999747378752e-05,0.006336375139653683,41.2346305847168,0.9935001730918884,0.006489254534244537,0.006274970714002848,41.307369232177734,0.9935262799263
641,0.006534680724143982,9.999999747378752e-05,0.006331670098006725,41.239864349365234,0.993512749671936,0.006540660280734301,0.006322244182229042,41.22718048095703,0.9934492111206055
642,0.006537591572850943,9.999999747378752e-05,0.006334275472909212,41.237281799316406,0.9935073852539062,0.006482778582721949,0.006288318894803524,41.294212341308594,0.9936068058013916
643,0.006537189707159996,9.999999747378752e-05,0.006333823781460524,41.23821258544922,0.993506669998169,0.006454944610595703,0.006253810599446297,41.333744049072266,0.9936151504516602
644,0.006536967121064663,9.999999747378752e-05,0.006333690602332354,41.23786163330078,0.9935075044631958,0.0064942920580506325,0.006272946484386921,41.30007553100586,0.9934914112091064
645,0.006532823666930199,9.999999747378752e-05,0.006330176722258329,41.2425651550293,0.9935140609741211,0.006485986057668924,0.006270939949899912,41.301151275634766,0.9935242533683777
646,0.006535667926073074,9.999999747378752e-05,0.006332936231046915,41.23960876464844,0.9935120940208435,0.006605878937989473,0.00639248825609684,41.183021545410156,0.9933882355690002
647,0.006532940082252026,9.999999747378752e-05,0.006330312695354223,41.24267578125,0.993516206741333,0.0064850435592234135,0.006282994523644447,41.27633285522461,0.9935777187347412
648,0.00653586583212018,9.999999747378752e-05,0.006333177909255028,41.23964309692383,0.9935135841369629,0.006495639216154814,0.006318740081042051,41.257415771484375,0.9936549067497253
649,0.0065309046767652035,9.999999747378752e-05,0.006328606978058815,41.24514389038086,0.993519127368927,0.006515125278383493,0.00629424350336194,41.29068374633789,0.9934709072113037
650,0.006532604340463877,9.999999747378752e-05,0.006328967399895191,41.24464797973633,0.9935113191604614,0.006755364593118429,0.006549192126840353,41.017547607421875,0.9932426810264587
651,0.006529714912176132,9.999999747378752e-05,0.006327478680759668,41.246395111083984,0.9935200810432434,0.006498541217297316,0.00629451684653759,41.26762771606445,0.9935524463653564
652,0.006528865545988083,9.999999747378752e-05,0.006326432805508375,41.24781799316406,0.9935221076011658,0.006439939606934786,0.0062462519854307175,41.33174514770508,0.9936612248420715
653,0.0065292175859212875,9.999999747378752e-05,0.006326018366962671,41.24831008911133,0.9935188293457031,0.006609935313463211,0.006442783400416374,41.13895034790039,0.993557333946228
654,0.006531207822263241,9.999999747378752e-05,0.006328665651381016,41.24589538574219,0.9935166835784912,0.0065711066126823425,0.006373992655426264,41.20710372924805,0.9934887290000916
655,0.006542681250721216,9.999999747378752e-05,0.006336096674203873,41.239349365234375,0.9934879541397095,0.0064751203171908855,0.006270489189773798,41.315303802490234,0.9935773611068726
656,0.006527600809931755,9.999999747378752e-05,0.006325953174382448,41.248958587646484,0.9935241937637329,0.006505520548671484,0.006305933464318514,41.26833724975586,0.9935573935508728
657,0.006526494398713112,9.999999747378752e-05,0.00632456224411726,41.250614166259766,0.9935246706008911,0.0064957961440086365,0.006317276507616043,41.25945281982422,0.9936476349830627
658,0.006525395903736353,9.999999747378752e-05,0.006323893088847399,41.251739501953125,0.9935275316238403,0.006777847185730934,0.006632507313042879,40.90904235839844,0.9934520125389099
659,0.00652406457811594,9.999999747378752e-05,0.006322984118014574,41.25344467163086,0.9935288429260254,0.006543569266796112,0.006367069203406572,41.223976135253906,0.9936048984527588
660,0.006526947487145662,9.999999747378752e-05,0.006324173416942358,41.251888275146484,0.9935215711593628,0.006459087133407593,0.0062723346054553986,41.310890197753906,0.9936623573303223
661,0.006532122381031513,9.999999747378752e-05,0.006328217219561338,41.24774169921875,0.9935113787651062,0.006553834304213524,0.006387502420693636,41.18281555175781,0.9936318397521973
662,0.00652275700122118,9.999999747378752e-05,0.006320599932223558,41.255836486816406,0.9935284852981567,0.006657235790044069,0.006464745849370956,41.06102752685547,0.9934049844741821
663,0.006521095056086779,9.999999747378752e-05,0.006318837869912386,41.25770950317383,0.9935272336006165,0.006499087903648615,0.006314188241958618,41.26327133178711,0.993626058101654
664,0.006519526708871126,9.999999747378752e-05,0.006317921448498964,41.2590446472168,0.9935348033905029,0.00645229360088706,0.006259478162974119,41.314796447753906,0.9936485290527344
665,0.006521911360323429,9.999999747378752e-05,0.006320324260741472,41.256568908691406,0.9935322999954224,0.00655905157327652,0.006342451553791761,41.22919464111328,0.9934248924255371
666,0.00652299402281642,9.999999747378752e-05,0.0063212658278644085,41.255794525146484,0.9935283660888672,0.006626640446484089,0.006381490267813206,41.187747955322266,0.9932442307472229
667,0.006522165145725012,9.999999747378752e-05,0.006320303305983543,41.25679397583008,0.9935282468795776,0.006530228070914745,0.006306185852736235,41.27041244506836,0.9934356212615967
668,0.006516449153423309,9.999999747378752e-05,0.006315350998193026,41.26262283325195,0.9935398697853088,0.006466171704232693,0.006276487372815609,41.29949188232422,0.9936431050300598
669,0.006517961621284485,9.999999747378752e-05,0.006316455081105232,41.261634826660156,0.9935340881347656,0.006475197616964579,0.006291101220995188,41.26773452758789,0.9936539530754089
670,0.00651486637070775,9.999999747378752e-05,0.006313079968094826,41.26569366455078,0.9935399293899536,0.006590580567717552,0.006426061969250441,41.15087890625,0.993587076663971
671,0.006517745554447174,9.999999747378752e-05,0.006315584294497967,41.263084411621094,0.9935345649719238,0.006515003740787506,0.006326098460704088,41.25169372558594,0.9935872554779053
672,0.006513941567391157,9.999999747378752e-05,0.0063137272372841835,41.265228271484375,0.9935448169708252,0.006562373600900173,0.006405442487448454,41.15156936645508,0.993651807308197
673,0.006516367197036743,9.999999747378752e-05,0.006315979175269604,41.263187408447266,0.9935427308082581,0.006577112711966038,0.00633233692497015,41.25537109375,0.9933024644851685
674,0.006517752073705196,9.999999747378752e-05,0.00631710747256875,41.2613410949707,0.9935412406921387,0.0065121580846607685,0.006288099568337202,41.28822326660156,0.9934596419334412
675,0.006515455897897482,9.999999747378752e-05,0.006314502563327551,41.264495849609375,0.993541419506073,0.006438347510993481,0.006236305460333824,41.3540153503418,0.9936292767524719
676,0.00651672575622797,9.999999747378752e-05,0.0063158003613352776,41.26383972167969,0.9935422539710999,0.006690080277621746,0.006449371576309204,41.09700012207031,0.993186891078949
677,0.006517424248158932,9.999999747378752e-05,0.006317094899713993,41.26255416870117,0.9935398697853088,0.006480698008090258,0.00625992426648736,41.33253479003906,0.9935111403465271
678,0.0065124984830617905,9.999999747378752e-05,0.006312164012342691,41.26816177368164,0.993545413017273,0.006531171500682831,0.006309868302196264,41.26082992553711,0.9934458136558533
679,0.006512898486107588,9.999999747378752e-05,0.006311814766377211,41.26887893676758,0.9935439825057983,0.0064704236574471,0.006257600151002407,41.34028625488281,0.9935482740402222
680,0.006521753501147032,9.999999747378752e-05,0.006314529571682215,41.26450729370117,0.9935073852539062,0.006457480601966381,0.006268517579883337,41.33652877807617,0.9936535954475403
681,0.006511521525681019,9.999999747378752e-05,0.006311328615993261,41.26958084106445,0.9935479164123535,0.006460422649979591,0.006240092217922211,41.35487747192383,0.9935319423675537
682,0.006508346181362867,9.999999747378752e-05,0.006307897157967091,41.273311614990234,0.9935528039932251,0.006492664106190205,0.006312861107289791,41.27595520019531,0.993647575378418
683,0.0065091694705188274,9.999999747378752e-05,0.006308583077043295,41.27238464355469,0.9935479164123535,0.006497590336948633,0.00632495665922761,41.25165939331055,0.9936686754226685
684,0.006508999038487673,9.999999747378752e-05,0.006307439412921667,41.27390670776367,0.9935449957847595,0.0064611900597810745,0.006236294750124216,41.34680938720703,0.9935150742530823
685,0.00650749122723937,9.999999747378752e-05,0.006306752562522888,41.2747802734375,0.9935536980628967,0.006442018784582615,0.006245994940400124,41.339595794677734,0.9936481714248657
686,0.0065078227780759335,9.999999747378752e-05,0.0063072326593101025,41.274837493896484,0.9935488700866699,0.006573231890797615,0.006359348073601723,41.23369216918945,0.9934223294258118
687,0.006507660262286663,9.999999747378752e-05,0.006306443829089403,41.27503204345703,0.993549108505249,0.006588692776858807,0.006438290234655142,41.109012603759766,0.9936366677284241
688,0.006505187600851059,9.999999747378752e-05,0.006304530426859856,41.27797317504883,0.9935527443885803,0.0066964272409677505,0.006507982965558767,41.11176681518555,0.993378221988678
689,0.006503590848296881,9.999999747378752e-05,0.006302994210273027,41.279296875,0.9935561418533325,0.006508511956781149,0.006277593784034252,41.31110382080078,0.9934356212615967
690,0.006504395045340061,9.999999747378752e-05,0.0063032726757228374,41.27911376953125,0.9935529828071594,0.006518654525279999,0.006309170741587877,41.2432746887207,0.993508517742157
691,0.006506049539893866,9.999999747378752e-05,0.006305008661001921,41.27705001831055,0.9935501217842102,0.00648682564496994,0.006280869245529175,41.30965042114258,0.993556797504425
692,0.006502500269562006,9.999999747378752e-05,0.006301740184426308,41.28090286254883,0.9935566782951355,0.006431706249713898,0.006233941297978163,41.35348129272461,0.9936522841453552
693,0.006501997821033001,9.999999747378752e-05,0.006301121320575476,41.28142547607422,0.9935581684112549,0.006596953142434359,0.006405132822692394,41.17982864379883,0.993476927280426
694,0.006501746363937855,9.999999747378752e-05,0.00630064494907856,41.282161712646484,0.9935576915740967,0.006428620778024197,0.006233335938304663,41.355369567871094,0.9936657547950745
695,0.006498362403362989,9.999999747378752e-05,0.006298552267253399,41.28422927856445,0.9935664534568787,0.00643088249489665,0.006233857478946447,41.33652114868164,0.9936570525169373
696,0.006502237636595964,9.999999747378752e-05,0.0063018049113452435,41.28056716918945,0.9935561418533325,0.006457670591771603,0.00623996602371335,41.35493850708008,0.9935457706451416
697,0.006497868336737156,9.999999747378752e-05,0.006297848653048277,41.285308837890625,0.9935652017593384,0.006674986332654953,0.0064977132715284824,41.07281494140625,0.993442714214325
698,0.006499438546597958,9.999999747378752e-05,0.006299212109297514,41.2839469909668,0.9935598373413086,0.006557962391525507,0.006351122632622719,41.242469787597656,0.9934670329093933
699,0.0064962441101670265,9.999999747378752e-05,0.006295682396739721,41.287803649902344,0.993564248085022,0.006504841148853302,0.0062944320961833,41.284202575683594,0.9935166835784912
700,0.006501611787825823,9.999999747378752e-05,0.006299424916505814,41.283447265625,0.9935519695281982,0.006562372203916311,0.006387550383806229,41.158721923828125,0.993579089641571
701,0.006501639261841774,9.999999747378752e-05,0.006299664732068777,41.283172607421875,0.9935544729232788,0.0064372718334198,0.0062268320471048355,41.35939025878906,0.9935964345932007
702,0.006501465104520321,9.999999747378752e-05,0.0062990193255245686,41.28432846069336,0.9935494661331177,0.006510715000331402,0.006322758737951517,41.256778717041016,0.9935953617095947
703,0.006492852233350277,9.999999747378752e-05,0.006291694939136505,41.29259490966797,0.9935656785964966,0.006535616237670183,0.006335992831736803,41.23188018798828,0.9935232400894165
704,0.006494802888482809,9.999999747378752e-05,0.00629365025088191,41.29066848754883,0.9935641884803772,0.006777167785912752,0.006643848028033972,40.89468765258789,0.9934824705123901
705,0.00649372348561883,9.999999747378752e-05,0.006293007172644138,41.29106521606445,0.9935632944107056,0.006448365747928619,0.00625933613628149,41.32375717163086,0.9936655759811401
706,0.00649433396756649,9.999999747378752e-05,0.00629389425739646,41.290924072265625,0.9935640096664429,0.006499349605292082,0.0062958477064967155,41.285926818847656,0.9935500621795654
707,0.006490314844995737,9.999999747378752e-05,0.006290029734373093,41.29493713378906,0.9935736656188965,0.006523681338876486,0.00630339328199625,41.29047775268555,0.9934577941894531
708,0.00649262685328722,9.999999747378752e-05,0.006291244179010391,41.2937126159668,0.9935672283172607,0.006502668373286724,0.0063068559393286705,41.259056091308594,0.9935747385025024
709,0.006492725107818842,9.999999747378752e-05,0.006292032543569803,41.29261016845703,0.9935651421546936,0.0065028783865273,0.0063222493045032024,41.258644104003906,0.9936294555664062
710,0.006497278343886137,9.999999747378752e-05,0.0062970067374408245,41.287193298339844,0.9935632348060608,0.006445833947509527,0.006233480758965015,41.3686408996582,0.9935804605484009
711,0.006491641514003277,9.999999747378752e-05,0.006291283760219812,41.29352951049805,0.9935683012008667,0.006517830770462751,0.006330343894660473,41.26875305175781,0.9935847520828247
712,0.0064906044863164425,9.999999747378752e-05,0.006290313322097063,41.294952392578125,0.9935705661773682,0.00648606289178133,0.006277122069150209,41.31172180175781,0.9935440421104431
713,0.006487913895398378,9.999999747378752e-05,0.006287131924182177,41.298919677734375,0.9935715198516846,0.0064324866980314255,0.00623082322999835,41.366416931152344,0.9936372637748718
714,0.006494971923530102,9.999999747378752e-05,0.006293380167335272,41.29121398925781,0.9935615062713623,0.006418172735720873,0.006232789717614651,41.355560302734375,0.993716835975647
715,0.0064896042458713055,9.999999747378752e-05,0.006288984324783087,41.296173095703125,0.9935703277587891,0.006474165711551905,0.006292314734309912,41.28171157836914,0.993660569190979
716,0.0064854808151721954,9.999999747378752e-05,0.006285829935222864,41.2996826171875,0.9935806393623352,0.0064586615189909935,0.006263608578592539,41.33318328857422,0.9936292171478271
717,0.006486940197646618,9.999999747378752e-05,0.0062868003733456135,41.299041748046875,0.99357670545578,0.00644978042691946,0.006237187888473272,41.36440658569336,0.9935747385025024
718,0.0064870151691138744,9.999999747378752e-05,0.0062871454283595085,41.298797607421875,0.9935762286186218,0.006455718073993921,0.00623667798936367,41.34782028198242,0.9935431480407715
719,0.006487810518592596,9.999999747378752e-05,0.006288230884820223,41.29791259765625,0.9935778379440308,0.006557592190802097,0.006350143812596798,41.24181365966797,0.9934670329093933
720,0.0064876507967710495,9.999999747378752e-05,0.0062871938571333885,41.29924774169922,0.9935761094093323,0.0064462763257324696,0.0062454151920974255,41.361412048339844,0.9936234951019287
721,0.006483862176537514,9.999999747378752e-05,0.006284230854362249,41.302101135253906,0.9935795664787292,0.006526346318423748,0.006324149668216705,41.271724700927734,0.9935224056243896
722,0.006489996332675219,9.999999747378752e-05,0.0062905363738536835,41.29546356201172,0.9935752153396606,0.00648082559928298,0.006299174390733242,41.28448486328125,0.9936513900756836
723,0.006488037761300802,9.999999747378752e-05,0.006287804339081049,41.29865646362305,0.9935756921768188,0.0063979895785450935,0.006198448594659567,41.4109992980957,0.9936848282814026
724,0.006481647491455078,9.999999747378752e-05,0.006282087881118059,41.30483627319336,0.9935833215713501,0.006562383845448494,0.006369223818182945,41.195159912109375,0.9935150742530823
725,0.006482957862317562,9.999999747378752e-05,0.00628302339464426,41.30392837524414,0.9935785531997681,0.006471359636634588,0.006256109103560448,41.34249496459961,0.9935365915298462
726,0.006484245881438255,9.999999747378752e-05,0.006284240633249283,41.30300521850586,0.993577241897583,0.006523567717522383,0.006321027874946594,41.255611419677734,0.9935186505317688
727,0.006481789983808994,9.999999747378752e-05,0.00628258753567934,41.30500793457031,0.9935874342918396,0.006564273498952389,0.006386762950569391,41.157630920410156,0.9935691356658936
728,0.006485380697995424,9.999999747378752e-05,0.006284788250923157,41.30268859863281,0.9935798048973083,0.006439450662583113,0.00625806488096714,41.35050964355469,0.9937052130699158
729,0.006480145268142223,9.999999747378752e-05,0.006281363777816296,41.30624008178711,0.9935891628265381,0.0064286584965884686,0.006224520038813353,41.37618637084961,0.9936283230781555
730,0.006479878909885883,9.999999747378752e-05,0.006280848290771246,41.30683135986328,0.9935849905014038,0.00648097600787878,0.006271687336266041,41.3221321105957,0.9935492873191833
731,0.006479327101260424,9.999999747378752e-05,0.006279387976974249,41.30884552001953,0.9935868382453918,0.006455691065639257,0.006250166799873114,41.30866622924805,0.993597686290741
732,0.006479510106146336,9.999999747378752e-05,0.006279861554503441,41.30828857421875,0.9935861825942993,0.006473102606832981,0.006294106133282185,41.300941467285156,0.9936702847480774
733,0.006480243988335133,9.999999747378752e-05,0.0062812077812850475,41.30686950683594,0.9935845136642456,0.006427628919482231,0.006229644175618887,41.36438751220703,0.9936510920524597
734,0.006474823225289583,9.999999747378752e-05,0.006275968626141548,41.312686920166016,0.9935937523841858,0.006467433646321297,0.006266478449106216,41.33673858642578,0.9935963749885559
735,0.00648029800504446,9.999999747378752e-05,0.006280095782130957,41.30785369873047,0.9935814738273621,0.006447082385420799,0.006248562131077051,41.349693298339844,0.99363112449646
736,0.0064789000898599625,9.999999747378752e-05,0.0062800440937280655,41.30876922607422,0.9935895204544067,0.0064590731635689735,0.0062788259238004684,41.31782531738281,0.9936845302581787
737,0.006478824187070131,9.999999747378752e-05,0.006278861779719591,41.30992126464844,0.9935861229896545,0.006450154818594456,0.006273736245930195,41.30952453613281,0.9937081336975098
738,0.0064801438711583614,9.999999747378752e-05,0.006279596593230963,41.30859375,0.9935807585716248,0.006532452069222927,0.0062637063674628735,41.32810974121094,0.9932656288146973
739,0.006473734509199858,9.999999747378752e-05,0.006274653133004904,41.31501770019531,0.9935961961746216,0.00644570542499423,0.0062538390047848225,41.33291244506836,0.9936565160751343
740,0.006475575268268585,9.999999747378752e-05,0.006276369094848633,41.31309509277344,0.9935897588729858,0.006422838661819696,0.006233906839042902,41.36142349243164,0.9936926960945129
741,0.006471813656389713,9.999999747378752e-05,0.006272742059081793,41.3170280456543,0.9935982823371887,0.0064833941869437695,0.006294420920312405,41.29408645629883,0.9936205148696899
742,0.006475219968706369,9.999999747378752e-05,0.006276277359575033,41.31298828125,0.9935923218727112,0.00658440263941884,0.006388906855136156,41.21300506591797,0.9934787154197693
743,0.00647180899977684,9.999999747378752e-05,0.006273140199482441,41.317161560058594,0.9935997724533081,0.006500750780105591,0.00630339328199625,41.285560607910156,0.9935669898986816
744,0.006472804117947817,9.999999747378752e-05,0.00627443240955472,41.315696716308594,0.9935981631278992,0.006442460231482983,0.006250769831240177,41.341304779052734,0.9936597943305969
745,0.0064714825712144375,9.999999747378752e-05,0.006273179780691862,41.31680679321289,0.9936025738716125,0.006421215366572142,0.006228999234735966,41.36579132080078,0.9936819672584534
746,0.0064726341515779495,9.999999747378752e-05,0.006273114588111639,41.316837310791016,0.9935952425003052,0.006435869727283716,0.006237012334167957,41.358856201171875,0.9936403632164001
747,0.006471230182796717,9.999999747378752e-05,0.006272014230489731,41.318477630615234,0.9935994148254395,0.006442669313400984,0.00624079117551446,41.35464096069336,0.993620753288269
748,0.006471992935985327,9.999999747378752e-05,0.0062720924615859985,41.318355560302734,0.9935932755470276,0.006421409547328949,0.006218136753886938,41.371498107910156,0.9936404824256897
749,0.006474125199019909,9.999999747378752e-05,0.0062757134437561035,41.31441879272461,0.9935932159423828,0.006459574215114117,0.006264496594667435,41.33219909667969,0.9936255812644958
750,0.006468949373811483,9.999999747378752e-05,0.006271078251302242,41.31998062133789,0.9936044812202454,0.006400766782462597,0.006216750480234623,41.363651275634766,0.9937393069267273
751,0.006466735620051622,9.999999747378752e-05,0.006268966011703014,41.322017669677734,0.993605375289917,0.006477288901805878,0.006289806216955185,41.3096923828125,0.9936324954032898
752,0.006463957019150257,9.999999747378752e-05,0.006266390439122915,41.32512283325195,0.993611216545105,0.006505450699478388,0.006310747005045414,41.27894592285156,0.9935728311538696
753,0.006465746555477381,9.999999747378752e-05,0.006268272176384926,41.323143005371094,0.9936099052429199,0.00648886663839221,0.0062585738487541676,41.34389877319336,0.9934601783752441
754,0.006469649728387594,9.999999747378752e-05,0.006271636113524437,41.319541931152344,0.9936025738716125,0.006476802285760641,0.006259675603359938,41.339717864990234,0.9935204982757568
755,0.006470439024269581,9.999999747378752e-05,0.00627174461260438,41.319915771484375,0.9935995936393738,0.006393605377525091,0.0061987643130123615,41.40268325805664,0.9937055706977844
756,0.006466403603553772,9.999999747378752e-05,0.006268416531383991,41.32338333129883,0.9936052560806274,0.006518831942230463,0.006257948931306601,41.33415603637695,0.9933069944381714
757,0.006467550061643124,9.999999747378752e-05,0.006270420737564564,41.32130432128906,0.9936085343360901,0.006442203652113676,0.006236237473785877,41.36311721801758,0.9936060309410095
758,0.006462781224399805,9.999999747378752e-05,0.006264607422053814,41.32753372192383,0.993608295917511,0.006410645321011543,0.006215739529579878,41.39491271972656,0.9936859011650085
759,0.0064637912437319756,9.999999747378752e-05,0.006266508251428604,41.32624816894531,0.9936087727546692,0.006421559024602175,0.0062325564213097095,41.352455139160156,0.9936914443969727
760,0.006460723001509905,9.999999747378752e-05,0.006263441871851683,41.32913589477539,0.9936176538467407,0.006466835271567106,0.00624235812574625,41.35467529296875,0.9935091733932495
761,0.006461034528911114,9.999999747378752e-05,0.006264226511120796,41.328125,0.9936153292655945,0.006524214055389166,0.006311597302556038,41.270503997802734,0.9934822916984558
762,0.006460369564592838,9.999999747378752e-05,0.006263274233788252,41.32948684692383,0.9936137199401855,0.006482670549303293,0.006265599280595779,41.329261779785156,0.9935168027877808
763,0.006476962473243475,9.999999747378752e-05,0.0062760254368186,41.314857482910156,0.9935830235481262,0.006420505698770285,0.006240451708436012,41.354007720947266,0.9937291741371155
